stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,direction,position
1424636477,,Rua Des. Vitor Lima (04),,-27.6018416,-48.5265719,,,,,
1402454183,,Cidade Universitaria (01),,-27.6016631,-48.5249734,,,,,
1402454184,,Cidade Universitaria (02),,-27.6016531,-48.5224793,,,,,
1402454182,,Cidade Universitaria (03),,-27.60153,-48.5249734,,,,,
1424636505,,Rua Cap. Romualdo de Barros (06),,-27.6029522,-48.5270166,,,,,
1424636496,,Rua Cap. Romualdo de Barros - 7,,-27.6038632,-48.528897,,,,,
1424636421,,Rua Cap. Romualdo de Barros (08),,-27.6064861,-48.5306381,,,,,
1422633045,,Rua Cap. Romualdo de Barros (09),,-27.6078266,-48.5307885,,,,,
1254099586,,Rua Joao Motta Espezim (10),,-27.6088461,-48.5323424,,,,,
1699939763,,Rua Joao Motta Espezim (11),,-27.6080238,-48.5337837,,,,,
1514446571,,Rua Joao Motta Espezim (12),,-27.607929,-48.5362397,,,,,
1424653177,,Rua Joao Motta Espezim (14),,-27.6088213,-48.5376947,,,,,
1424653185,,Rua Jeronimo Jose Dias (02),,-27.6105932,-48.5399615,,,,,
1775736232,,Rua Jeronimo Jose Dias (03),,-27.6119675,-48.541079,,,,,
1775736235,,Rua Jeronimo Jose Dias (04),,-27.6144055,-48.543507,,,,,
1424388851,,Rua Jose Maria da Luz (03),,-27.6131453,-48.545829,,,,,
1775736233,,Rua Jose Maria da Luz (04),,-27.6122591,-48.547887,,,,,
1640685482,,Rua Silva Jardim (04),,-27.6114603,-48.5499703,,,,,
1775736231,,Rua Silva Jardim (05),,-27.6096541,-48.5482571,,,,,
1424653174,,Rua Silva Jardim (06),,-27.6064338,-48.5468011,,,,,
