stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,direction,position
1645765327,,Rod. Amaro Antônio Vieira (18),,-27.57887,-48.50483,,,,,
1551063319,,Rua Laurindo Januário da Silveira (38),,-27.6289731,-48.4774345,,,,,
1709331772,,Rua Ursulina de Senna Castro (01),,-27.59429,-48.58239,,,,,
2083714177,,Avenida dos Dourados (02),,-27.44483,-48.49203,,,,,
1836110241,,Rodovia Antônio Luiz Moura Gonzaga (15),,-27.64364,-48.47561,,,,,
2405632341,,Rodovia Admar Gonzaga (12),,-27.6003628,-48.4815819,,,,,
2404247763,,2404247763,,-27.596,-48.4628,,,,,
2603666927,,2603666927,,-27.711402686657404,-48.56023802108552,,,,,
1457087091,,Rua Delminda Silveira (02),,-27.5757108,-48.5305996,,,,,
1460258488,,Rua Santos Saraiva (03),,-27.59806,-48.58722,,,,,
1775736262,,1775736262,,-27.6592487,-48.4804451,,,,,
1781725091,,Rodovia SC-401 (45),,-27.5130814,-48.5133654,,,,,
2404247770,,2404247770,,-27.6287591,-48.4774419,,,,,
1842935327,,Rua do Gramal (04),,-27.6865,-48.49635,,,,,
1403927012,,Avenida Pequeno Príncipe (03),,-27.6757544,-48.5013673,,,,,
1716524402,,Joaquina,,-27.628064,-48.4481058,,,,,
2304001845,,Rodovia João Paulo (06),,-27.55925,-48.51607,,,,,
1433191575,,Rua Lauro Linhares (04),,-27.5867802,-48.5247196,,,,,
1773913264,,Rua Bocaiúva (01),,-27.5841343,-48.5450222,,,,,
2035067660,,2035067660,,-27.59738,-48.64531,,,,,
1465572185,,1465572185,,-27.43419,-48.45669,,,,,
1681023427,,Avenida das Rendeiras (15),,-27.6061758,-48.4628914,,,,,
876374573,,Rua Lauro Linhares (13),,-27.5891,-48.52239,,,,,
2603666943,,2603666943,,-27.724200857332214,-48.563353819709754,,,,,
1483652009,,Rua Desembargador Vitor Lima (08),,-27.59733,-48.52217,,,,,
1640685518,,Rua Silva Jardim (02),,-27.6091713,-48.5483598,,,,,
1746649749,,1746649749,,-27.60503,-48.59447,,,,,
1459292287,,1459292287,,-27.68562,-48.49083,,,,,
2393967250,,Rodovia Baldicero Filomeno (116),,-27.7432751,-48.5583221,,,,,
1757813167,,1757813167,,-27.67323,-48.48543,,,,,
1424653175,,Rua João Motta Espezim (03),,-27.60871,-48.5327,,,,,
1760536515,,1760536515,,-27.6835084,-48.5100723,,,,,
1832707267,,1832707267,,-27.4580858,-48.4571731,,,,,
1681023387,,Rodovia Jornalista Manoel de Menezes (02),,-27.60347,-48.43569,,,,,
1681047341,,Rua Laurindo Januário da Silveira (37),,-27.6272255,-48.479544,,,,,
1828597579,,1828597579,,-27.780498,-48.5225102,,,,,
1459292300,,Avenida Pequeno Príncipe (08),,-27.6827282,-48.4913958,,,,,
1422037553,,Avenida Pequeno Príncipe (21),,-27.6719872,-48.5041849,,,,,
1702065653,,Ponto Final Canto dos Araçás,,-27.58581,-48.46122,,,,,
2603666970,,2603666970,,-27.760650898020298,-48.57171434342884,,,,,
876374507,,Avenida Madre Benvenuta (05),,-27.59186,-48.51697,,,,,
2308337196,,2308337196,,-27.5979814,-48.4988613,,,,,
1681023388,,Rua Altamiro Barcelos Dutra (14),,-27.5817994,-48.434832,,,,,
1681023405,,Rua Altamiro Barcelos Dutra (04),,-27.57847,-48.43274,,,,,
2193205460,,Rodovia Baldicero Filomeno (123),,-27.7242239,-48.5633035,,,,,
2422161957,,Avenida das Nações (02),,-27.43049,-48.45814,,,,,
1746649745,,Rua Joaquim Vaz (01),,-27.60455,-48.62326,,,,,
1723070990,,Avenida Jorge Lacerda (02),,-27.6254746,-48.5256196,,,,,
1832707237,,Rodovia SC-401 (15),,-27.4921072,-48.5036086,,,,,
2441692621,,Rodovia João Paulo (05),,-27.56184,-48.51595,,,,,
1420498899,,Avenida Pequeno Príncipe (02),,-27.6731846,-48.5033891,,,,,
2441692653,,Rodovia João Paulo (19),,-27.56712,-48.51529,,,,,
1428539447,,Rua João Motta Espezim (02),,-27.60783,-48.53479,,,,,
2193205498,,2193205498,,-27.7288176,-48.5625042,,,,,
1460258276,,Rua Governador Ivo Silveira (08),,-27.59982,-48.58901,,,,,
1630777046,,Avenida Campeche (29),,-27.6767264,-48.4845103,,,,,
2311210203,,2311210203,,-27.5082506,-48.5187066,,,,,
2067008865,,2067008865,,-27.60744,-48.6284,,,,,
1760536514,,1760536514,,-27.6803349,-48.5095087,,,,,
2084038583,,2084038583,,-27.7033147,-48.5330879,,,,,
2183882754,,2183882754,,-27.6987648,-48.5505555,,,,,
1827531170,,Estrada Rozália Paulina Ferreira (04),,-27.7793969,-48.5381537,,,,,
2308339851,,2308339851,,-27.599524,-48.4988074,,,,,
1457087114,,Rua Rui Barbosa (05),,-27.5747501,-48.5369619,,,,,
1804951879,,Avenida Madre Benvenuta (10),,-27.5902927,-48.5102846,,,,,
1832707240,,Rodovia SC-401 (21),,-27.4693842,-48.468303,,,,,
2404247811,,2404247811,,-27.7058126,-48.5007165,,,,,
1440307297,,Avenida Pequeno Príncipe (16),,-27.6811758,-48.4933005,,,,,
1681023382,,1681023382,,-27.6085284,-48.4527085,,,,,
1630777051,,Avenida Campeche (31),,-27.6815318,-48.4824276,,,,,
2442045848,,2442045848,,-27.53658,-48.5047,,,,,
1027390350,,Rua Deputado Antônio Edu Vieira (01),,-27.6009,-48.517,,,,,
2082836642,,Rodovia Virgílio Várzea (21),,-27.55606,-48.49916,,,,,
874900064,,Rua João Pio Duarte Silva (09),,-27.5997552,-48.5080013,,,,,
1850828477,,1850828477,,-27.673659,-48.4838666,,,,,
1833402028,,1833402028,,-27.4724101,-48.4722796,,,,,
1411730990,,Avenida César Seara (05),,-27.60449,-48.52163,,,,,
1528034267,,Avenida Mauro Ramos (01),,-27.5996325,-48.5452418,,,,,
2401015044,,Avenida dos Búzios (06),,-27.437633,-48.5093238,,,,,
1681047334,,Rua Laurindo Januário da Silveira (21),,-27.6026613,-48.4758411,,,,,
2193205456,,Rodovia Baldicero Filomeno (120),,-27.7318731,-48.5617981,,,,,
2461093324,,Rodovia SC-403 (21),,-27.4383359,-48.411447,,,,,
1428242355,,Rua Deputado Antônio Edu Vieira (07),,-27.61333,-48.52646,,,,,
1832707313,,1832707313,,-27.5615594,-48.5036019,,,,,
1760536526,,1760536526,,-27.7266089,-48.5072765,,,,,
1681047332,,Rodovia Antônio Luiz Moura Gonzaga (31),,-27.65778,-48.48709,,,,,
2547761596,,2547761596,,-27.62741,-48.66414,,,,,
2084038564,,Rodovia Baldicero Filomeno (013),,-27.7026383,-48.5362973,,,,,
1472560261,,Avenida Prefeito Waldemar Vieira (10),,-27.6110252,-48.5312653,,,,,
